run_id,model,dataset,lang,n,seed,val_f1_weighted,test_f1_weighted,train_seconds
xlmr_yor_250_42,xlmr,afrisenti,yor,250,42,0.39649862077943404,0.3353547712861145,105.04791402816772
xlmr_yor_100_456,xlmr,afrisenti,yor,100,456,0.47422164060112976,0.4195379534170719,126.9374749660492
xlmr_swa_full_1024,xlmr,afrisenti,swa,full,1024,0.5763434623466805,0.6003055980235998,180.74048233032227
xlmr_yor_100_123,xlmr,afrisenti,yor,100,123,0.4308929442663521,0.40850046789371025,129.5935025215149
xlmr_swa_full_456,xlmr,afrisenti,swa,full,456,0.607615048485097,0.5924647908522619,173.83229541778564
xlmr_swa_full_123,xlmr,afrisenti,swa,full,123,0.603682014214178,0.5915298839463844,181.76000142097473
xlmr_swa_full_42,xlmr,afrisenti,swa,full,42,0.6170020423320263,0.5924526046766315,180.54565906524658
xlmr_swa_full_789,xlmr,afrisenti,swa,full,789,0.6018153664877117,0.628706024719334,152.67736077308655
xlmr_pcm_full_1024,xlmr,afrisenti,pcm,full,1024,0.7615695451834913,0.6607797224057896,513.0704386234283
xlmr_pcm_full_789,xlmr,afrisenti,pcm,full,789,0.7550348325231009,0.6591592119571112,508.43020844459534
xlmr_yor_100_42,xlmr,afrisenti,yor,100,42,0.5263159793250421,0.4260095778347548,126.08118104934692
xlmr_pcm_full_123,xlmr,afrisenti,pcm,full,123,0.7573803059633564,0.6507784010516338,500.10530376434326
xlmr_swa_750_1024,xlmr,afrisenti,swa,750,1024,0.5263825851559693,0.52269022635438,90.8504273891449
xlmr_swa_750_789,xlmr,afrisenti,swa,750,789,0.5676797412819384,0.5813595046995966,90.62228202819824
xlmr_pcm_full_456,xlmr,afrisenti,pcm,full,456,0.752618601685799,0.6623673302647614,352.50364542007446
xlmr_swa_750_456,xlmr,afrisenti,swa,750,456,0.5878261770386308,0.5695307551910337,80.48540496826172
xlmr_pcm_full_42,xlmr,afrisenti,pcm,full,42,0.7587273217296794,0.6651639247406835,407.4119520187378
xlmr_swa_750_42,xlmr,afrisenti,swa,750,42,0.6140213776263301,0.5786679160154627,92.43181681632996
xlmr_swa_750_123,xlmr,afrisenti,swa,750,123,0.5565762010487049,0.5863603276973042,90.0071964263916
xlmr_swa_500_1024,xlmr,afrisenti,swa,500,1024,0.5355023066282685,0.5524795567187215,92.79823541641235
xlmr_swa_500_789,xlmr,afrisenti,swa,500,789,0.5752261588240904,0.5654902767359514,92.60336947441101
xlmr_swa_500_456,xlmr,afrisenti,swa,500,456,0.5460664451421009,0.5545654827411198,91.50919365882874
xlmr_swa_500_123,xlmr,afrisenti,swa,500,123,0.5294629512514984,0.5393937451972738,90.29942679405212
xlmr_swa_500_42,xlmr,afrisenti,swa,500,42,0.5367344985705312,0.5415682058241051,92.85949397087097
xlmr_orm_full_123,xlmr,afrisenti,orm,full,123,0.3228180273832448,0.37732467207882664,721.1018624305725
xlmr_orm_full_456,xlmr,afrisenti,orm,full,456,0.2808012622155983,0.3706013012527566,678.4041578769684
xlmr_swa_250_1024,xlmr,afrisenti,swa,250,1024,0.5547557941061463,0.5458248337231324,59.37246346473694
xlmr_swa_250_789,xlmr,afrisenti,swa,250,789,0.5556595967191994,0.5251392255248738,57.32728338241577
xlmr_swa_250_456,xlmr,afrisenti,swa,250,456,0.5498498871741525,0.5585058963247407,60.54042387008667
xlmr_orm_full_42,xlmr,afrisenti,orm,full,42,0.2807329988240288,0.3746307313870614,633.3177752494812
xlmr_swa_250_123,xlmr,afrisenti,swa,250,123,0.4398110301794479,0.4421993324480494,32.6274688243866
xlmr_swa_250_42,xlmr,afrisenti,swa,250,42,0.5434653253588152,0.5037783816954501,58.20100116729736
xlmr_orm_full_1024,xlmr,afrisenti,orm,full,1024,0.2857789082389953,0.37876264014669764,503.0020709037781
