run_id,model,dataset,lang,n,seed,val_loss,val_f1_weighted,test_f1_weighted,train_seconds
scratch_ibo_100_789,scratch,sib200,ibo,100,789,7.553724765777588,0.41502358437842307,0.41502358437842307,4.945971250534058
scratch_ibo_100_456,scratch,sib200,ibo,100,456,8.400015830993652,0.39514593897572625,0.39514593897572625,5.095354318618774
scratch_ibo_100_123,scratch,sib200,ibo,100,123,8.168660163879395,0.31195716181010297,0.31195716181010297,4.451309442520142
scratch_ibo_100_42,scratch,sib200,ibo,100,42,8.515665054321289,0.4010233616488629,0.4010233616488629,6.966706275939941
scratch_hau_full_1024,scratch,sib200,hau,full,1024,4.516950607299805,0.6196271083113188,0.6196271083113188,7.390493392944336
scratch_hau_full_789,scratch,sib200,hau,full,789,5.740762233734131,0.5713356835095966,0.5713356835095966,9.28274154663086
scratch_hau_full_456,scratch,sib200,hau,full,456,6.452731132507324,0.5673478494168149,0.5673478494168149,13.960597276687622
scratch_hau_full_123,scratch,sib200,hau,full,123,7.239214897155762,0.4822072072072073,0.4822072072072073,7.043778896331787
scratch_hau_500_1024,scratch,sib200,hau,500,1024,8.890457153320312,0.5707253498557846,0.5707253498557846,14.692197799682617
scratch_hau_full_42,scratch,sib200,hau,full,42,7.120791912078857,0.5285485485485485,0.5285485485485485,8.032039642333984
scratch_hau_500_456,scratch,sib200,hau,500,456,8.333467483520508,0.5676672836519383,0.5676672836519383,11.670933723449707
scratch_hau_500_789,scratch,sib200,hau,500,789,6.666447162628174,0.5875157647823109,0.5875157647823109,8.464491367340088
scratch_hau_500_123,scratch,sib200,hau,500,123,5.208829402923584,0.5415394320059634,0.5415394320059634,6.173945426940918
scratch_hau_500_42,scratch,sib200,hau,500,42,5.056392192840576,0.4640470495309205,0.4640470495309205,5.710927486419678
scratch_hau_250_1024,scratch,sib200,hau,250,1024,3.1574575901031494,0.5171123795925068,0.5171123795925068,3.6036810874938965
scratch_hau_250_789,scratch,sib200,hau,250,789,9.179113388061523,0.4735345128937806,0.4735345128937806,6.9159979820251465
scratch_hau_250_456,scratch,sib200,hau,250,456,9.321144104003906,0.3971513005995765,0.3971513005995765,5.753148078918457
scratch_hau_250_123,scratch,sib200,hau,250,123,5.7550458908081055,0.4080334252748046,0.4080334252748046,3.59568190574646
scratch_hau_250_42,scratch,sib200,hau,250,42,6.489661693572998,0.43947246197885587,0.43947246197885587,3.775277614593506
scratch_hau_100_1024,scratch,sib200,hau,100,1024,7.515538215637207,0.37482709982709983,0.37482709982709983,5.288106679916382
scratch_hau_100_789,scratch,sib200,hau,100,789,8.585211753845215,0.3272002772002772,0.3272002772002772,5.152658939361572
scratch_hau_100_456,scratch,sib200,hau,100,456,5.813575267791748,0.33389639639639646,0.33389639639639646,3.3423118591308594
scratch_hau_100_42,scratch,sib200,hau,100,42,10.40206527709961,0.2821048833564478,0.2821048833564478,5.234036684036255
scratch_hau_100_123,scratch,sib200,hau,100,123,5.688004493713379,0.3830411705411706,0.3830411705411706,4.655216693878174
